Posição	Código IBGE	Município	População
4243º	5100102	Acorizal	5269
4244º	2205904	Manoel Emídio	5266
4245º	1703909	Caseara	5265
4246º	2204006	Francinópolis	5264
4247º	2210052	São José do Divino	5260
4248º	2408805	Parazinho	5258
4249º	4111704	Jaboti	5255
4250º	2203271	Curral Novo do Piauí	5251
4251º	3122504	Dom Cavati	5247
4252º	2405405	Japi	5247
4253º	3127339	Gameleiras	5246
4254º	2505279	Curral de Cima	5232
4255º	4122651	Rosário do Ivaí	5231
4256º	1720101	São Bento do Tocantins	5231
4257º	4315008	Porto Lucena	5227
4258º	4120408	Presidente Castelo Branco	5227
4259º	3120409	Cristiano Otoni	5225
4260º	3545100	Salmourão	5222
4261º	4124004	Santana do Itararé	5222
4262º	2203750	Fartura do Piauí	5220
4263º	2205607	Landri Sales	5217
4264º	3126604	Francisco Dumont	5215
4265º	3135407	Jeceaba	5209
4266º	4322905	Viadutos	5205
4267º	2705903	Olho d'Água Grande	5195
4268º	4116950	Nova Esperança do Sudoeste	5194
4269º	3104452	Aricanduva	5192
4270º	5000252	Alcinópolis	5188
4271º	3504701	Balbinos	5188
4272º	3107208	Bocaina de Minas	5185
4273º	3518909	Guzolândia	5179
4274º	3521150	Ipiguá	5178
4275º	2209377	Santa Rosa do Piauí	5175
4276º	1600253	Itaubal	5172
4277º	4307203	Erval Grande	5170
4278º	4304002	Campo Novo	5161
4279º	2513505	Santana de Mangueira	5159
4280º	3160801	São Bento Abade	5159
4281º	4122909	Salto do Itararé	5158
4282º	1708304	Goianorte	5153
4283º	3139102	Madre de Deus de Minas	5153
4284º	4320305	Selbach	5152
4285º	4323101	Vicente Dutra	5152
4286º	3115474	Catuti	5151
4287º	3129400	Ibertioga	5150
4288º	4206603	Guarujá do Sul	5139
4289º	3118106	Congonhas do Norte	5134
4290º	3541059	Pratânia	5126
4291º	4313037	Nova Esperança do Sul	5125
4292º	4312104	Mata	5124
4293º	3501400	Álvaro de Carvalho	5119
4294º	2410504	Rafael Fernandes	5115
4295º	1600055	Serra do Navio	5111
4296º	4306734	Doutor Maurício Cardoso	5110
4297º	4107801	Floraí	5103
4298º	4202701	Botuverá	5100
4299º	4303202	Cacique Doble	5100
4300º	2205599	Lagoa do Sítio	5087
4301º	3122108	Divino das Laranjeiras	5086
4302º	3161403	São Francisco do Glória	5085
4303º	4112306	Japira	5084
4304º	2511707	Pilõezinhos	5080
4305º	4108452	Foz do Jordão	5079
4306º	4113452	Lindoeste	5071
4307º	5220157	São Luiz do Norte	5071
4308º	3539608	Planalto	5067
4309º	5106281	Novo São Joaquim	5066
4310º	2706208	Palestina	5066
4311º	4303400	Caiçara	5064
4312º	4126702	Tamboara	5064
4313º	4113759	Lunardelli	5063
4314º	2200103	Agricolândia	5062
4315º	2802007	Divina Pastora	5058
4316º	3120607	Crucilândia	5057
4317º	4219358	Vitor Meireles	5056
4318º	1712504	Marianópolis do Tocantins	5054
4319º	5221551	Turvelândia	5050
4320º	5103437	Curvelândia	5049
4321º	3121308	Descoberto	5047
4322º	2515930	Sertãozinho	5044
4323º	3159308	Santa Rita de Jacutinga	5043
4324º	4303301	Caibaté	5042
4325º	5205208	Caturaí	5041
4326º	3170651	Vargem Grande do Rio Pardo	5032
4327º	3510153	Canitar	5025
4328º	3169802	Turvolândia	5025
4329º	3104809	Augusto de Lima	5023
4330º	4215208	Romelândia	5022
4331º	5107206	Rio Branco	5019
4332º	3125408	Felício dos Santos	5012
4333º	4312609	Muçum	5006
4334º	3108800	Braúnas	5003
4335º	3128253	Guaraciama	5001
4336º	3138351	Leme do Prado	4998
4337º	4302659	Brochier	4996
4338º	3136108	Joanésia	4996
4339º	3120839	Cuparaque	4995
4340º	5208301	Divinópolis de Goiás	4995
4341º	3532702	Nipoã	4994
4342º	4309704	Humaitá	4988
4343º	2803104	Itabi	4988
4344º	3105202	Bandeira	4984
4345º	4305504	Ciríaco	4983
4346º	2202554	Caridade do Piauí	4982
4347º	3148400	Paulistas	4982
4348º	3150406	Piedade dos Gerais	4981
4349º	2402907	Coronel João Pessoa	4980
4350º	3509957	Canas	4975
4351º	4312302	Miraguaí	4975
4352º	2502300	Bom Sucesso	4972
4353º	2207405	Palmeira do Piauí	4967
4354º	3157401	Santa Cruz do Escalvado	4960
4355º	2202117	Campo Alegre do Fidalgo	4957
4356º	3142304	Moeda	4957
4357º	2111631	São Raimundo do Doca Bezerra	4946
4358º	4200903	Angelina	4943
4359º	3526308	Lagoinha	4943
4360º	3162252	São João da Lagoa	4942
4361º	4311908	Marcelino Ramos	4941
4362º	3143153	Monte Formoso	4936
4363º	2504207	Catingueira	4934
4364º	3520608	Indiana	4931
4365º	2209807	São Gonçalo do Piauí	4931
4366º	1101559	Teixeirópolis	4931
4367º	2501534	Baraúna	4925
4368º	3102506	Amparo da Serra	4924
4369º	4113809	Lupionópolis	4911
4370º	3163904	São Pedro da União	4911
4371º	2510303	Nova Palmeira	4910
4372º	3171154	Vermelho Novo	4905
4373º	3509809	Campos Novos Paulista	4900
4374º	4107702	Fênix	4898
4375º	3135902	Jesuânia	4898
4376º	4121109	Quinta do Sol	4897
4377º	3136553	José Raydan	4894
4378º	4209151	José Boiteux	4887
4379º	3142254	Miravânia	4885
4380º	2408508	Ouro Branco	4882
4381º	4211405	Nova Erechim	4879
4382º	3136579	Josenópolis	4877
4383º	5210802	Itajá	4876
4384º	5107792	Santo Antônio do Leste	4875
4385º	1705557	Combinado	4874
4386º	3150539	Pingo-d'Água	4873
4387º	2211357	Várzea Branca	4873
4388º	2203230	Currais	4871
4389º	3154408	Ressaquinha	4861
4390º	3158805	Santana do Jacaré	4861
4391º	2607406	Itacuruba	4858
4392º	2400604	Almino Afonso	4854
4393º	1716307	Pau-d'Arco	4853
4394º	3116407	Claraval	4847
4395º	4309803	Ibiaçá	4846
4396º	3502002	Analândia	4845
4397º	4306304	David Canabarro	4844
4398º	2413557	Serrinha dos Pintos	4841
4399º	3512605	Coronel Macedo	4840
4400º	2504355	Caturité	4839
4401º	2200277	Alegrete do Piauí	4838
4402º	4120101	Porto Amazonas	4835
4403º	2203602	Eliseu Martins	4834
4404º	5007307	Rio Negro	4834
4405º	3156106	Ritápolis	4834
4406º	3163102	São José da Varginha	4834
4407º	1718907	Santa Rosa do Tocantins	4833
4408º	4318424	São João da Urtiga	4831
4409º	5218706	Rianápolis	4828
4410º	2509602	Monte Horebe	4825
4411º	2406809	Lajes Pintadas	4822
4412º	3144409	Natércia	4820
4413º	5221502	Turvânia	4818
4414º	2202711	Cocal de Telha	4812
4415º	2702702	Feliz Deserto	4806
4416º	3112208	Capela Nova	4805
4417º	4311718	Maçambará	4804
4418º	4312203	Maximiliano de Almeida	4804
4419º	4314498	Pinheirinho do Vale	4803
4420º	3523008	Itapura	4802
4421º	3517109	Glicério	4800
4422º	2504702	Congo	4789
4423º	2205276	Jatobá do Piauí	4786
4424º	2206753	Nossa Senhora de Nazaré	4786
4425º	4107850	Flor da Serra do Sul	4782
4426º	5219712	Santo Antônio da Barra	4780
4427º	1600550	Pracuúba	4779
4428º	3166956	Serranópolis de Minas	4769
4429º	4213302	Ponte Alta	4767
4430º	4115507	Marumbi	4765
4431º	4120655	Quarto Centenário	4764
4432º	2209955	São João da Varjota	4762
4433º	4300034	Aceguá	4759
4434º	3530409	Mirassolândia	4758
4435º	4113601	Lobato	4751
4436º	1720309	São Sebastião do Tocantins	4749
4437º	3532207	Narandiba	4746
4438º	3516853	Gavião Peixoto	4739
4439º	3555505	Ubirajara	4734
4440º	3127057	Fronteira dos Vales	4733
4441º	4206652	Guatambu	4733
4442º	3525805	Júlio Mesquita	4733
4443º	5210562	Itaguari	4730
4444º	1707306	Dueré	4727
4445º	1701101	Aparecida do Rio Negro	4726
4446º	2202802	Conceição do Canindé	4726
4447º	2900603	Aiquara	4725
4448º	2911253	Gavião	4725
4449º	4115457	Marquinho	4725
4450º	3106655	Berizal	4720
4451º	3507308	Boraceia	4717
4452º	3515194	Espírito Santo do Turvo	4713
4453º	3124401	Espírito Santo do Dourado	4712
4454º	3145851	Oratórios	4710
4455º	1703305	Bom Jesus do Tocantins	4700
4456º	5213905	Mossâmedes	4700
4457º	3111705	Canaã	4699
4458º	4202503	Bom Jardim da Serra	4694
4459º	4305132	Cerro Branco	4694
4460º	3548401	Santópolis do Aguapeí	4687
4461º	3150307	Piedade do Rio Grande	4684
4462º	3516804	Gastão Vidigal	4683
4463º	2205532	Jurema	4683
4464º	3106606	Bertópolis	4678
4465º	5203104	Baliza	4677
4466º	3554201	Tejupá	4677
4467º	3532058	Motuca	4676
4468º	4215075	Riqueza	4670
4469º	3136405	Joaquim Felício	4669
4470º	2508109	Lagoa	4666
4471º	4309555	Harmonia	4664
4472º	2201002	Arraial	4656
4473º	4215406	Salto Veloso	4655
4474º	3146404	Paineiras	4650
4475º	3168101	Tapira	4650
4476º	1717800	Ponte Alta do Bom Jesus	4645
4477º	3117405	Conceição de Ipanema	4644
4478º	3543105	Ribeirão Corrente	4644
4479º	2412401	São José do Seridó	4643
4480º	4126355	Serranópolis do Iguaçu	4637
4481º	2514404	São José de Espinharas	4635
4482º	3136520	José Gonçalves de Minas	4631
4483º	5102694	Canabrava do Norte	4630
4484º	5208103	Formoso	4623
4485º	4110904	Itaguajé	4620
4486º	4106704	Cruzeiro do Sul	4619
4487º	3140605	Materlândia	4619
4488º	3114808	Carvalhos	4617
4489º	4209854	Lindóia do Sul	4615
4490º	3201803	Divino de São Lourenço	4612
4491º	2202851	Coronel José Dias	4608
4492º	2407609	Messias Targino	4608
4493º	4315750	Riozinho	4607
4494º	4214904	Rio Fortuna	4606
4495º	4322152	Tunas	4604
4496º	3122603	Dom Joaquim	4602
4497º	1718550	Riachinho	4601
4498º	2111573	São Pedro dos Crentes	4601
4499º	4218756	Tunápolis	4597
4500º	4219176	Vargem Bonita	4597
4501º	3157302	Santa Bárbara do Tugúrio	4590
4502º	4308458	Fortaleza dos Valos	4588
4503º	3157500	Santa Efigênia de Minas	4587
4504º	2107308	Nova Iorque	4586
4505º	2205565	Lagoa do Barro do Piauí	4582
4506º	3156452	Rosário da Limeira	4580
4507º	1718808	Sampaio	4579
4508º	3527801	Lupércio	4573
4509º	2513802	Santa Teresinha	4573
4510º	3543204	Ribeirão do Sul	4571
4511º	4207601	Ipira	4562
4512º	2209351	Santana do Piauí	4559
4513º	3108701	Brás Pires	4550
4514º	3531704	Monteiro Lobato	4549
4515º	2411007	Rodolfo Fernandes	4545
4516º	1703073	Barra do Ouro	4544
4517º	4314472	Pinhal Grande	4544
4518º	4318481	São José do Hortêncio	4543
4519º	2607109	Ingazeira	4542
4520º	5107404	São Pedro da Cipa	4541
4521º	2513927	São Bentinho	4540
4522º	2509339	Matinhas	4537
4523º	2209856	São João da Canabrava	4534
4524º	2512754	Riachão do Bacamarte	4529
4525º	4320859	Tabaí	4526
4526º	1717008	Pindorama do Tocantins	4520
4527º	4309753	Ibarama	4519
4528º	3540259	Pontalinda	4519
4529º	2512762	Riachão do Poço	4519
4530º	1703206	Bernardo Sayão	4518
4531º	3112059	Cantagalo	4517
4532º	4110409	Indianópolis	4504
4533º	2210359	São Lourenço do Piauí	4501
4534º	2207751	Passagem Franca do Piauí	4500
4535º	2210904	Socorro do Piauí	4500
4536º	5212956	Matrinchã	4490
4537º	2204550	Guaribas	4489
4538º	4205209	Erval Velho	4480
4539º	2206001	Marcos Parente	4478
4540º	4322251	Tupandi	4472
4541º	4312807	Nova Araçá	4471
4542º	3525607	João Ramalho	4468
4543º	5108808	Nova Guarita	4457
4544º	4321857	Três Palmeiras	4457
4545º	2919959	Maetinga	4456
4546º	2700805	Belém	4453
4547º	3532108	Murutinga do Sul	4453
4548º	2110807	São Félix de Balsas	4453
4549º	3170438	União de Minas	4452
4550º	4107546	Espigão Alto do Iguaçu	4447
4551º	5213772	Montividiu do Norte	4447
4552º	3120102	Couto de Magalhães de Minas	4444
4553º	3100807	Aguanil	4440
4554º	3123304	Dores do Turvo	4437
4555º	4121257	Ramilândia	4435
4556º	2205250	Jardim do Mulato	4430
4557º	2201804	Bocaina	4428
4558º	2304806	Granjeiro	4425
4559º	2411700	São Bento do Trairi	4425
4560º	2514107	São João do Tigre	4423
4561º	2413201	Senador Georgino Avelino	4423
4562º	3127404	Gonçalves	4410
4563º	3165909	Senador Modestino Gonçalves	4410
4564º	3546207	Santa Cruz da Conceição	4409
4565º	3508207	Buritizal	4408
4566º	3126307	Fortaleza de Minas	4407
4567º	4323408	Vila Maria	4407
4568º	4107538	Entre Rios do Oeste	4406
4569º	2208874	Ribeira do Piauí	4403
4570º	3162658	São João do Pacuí	4396
4571º	3149606	Pequi	4395
4572º	2203800	Flores do Piauí	4393
4573º	4103008	Boa Esperança	4392
4574º	2211704	Wall Ferraz	4390
4575º	5215256	Novo Planalto	4387
4576º	2205300	Jerumenha	4384
4577º	2209559	São Braz do Piauí	4377
4578º	3166501	Serra Azul de Minas	4372
4579º	4323457	Vila Nova do Sul	4370
4580º	4106571	Cruzeiro do Iguaçu	4369
4581º	4113106	Kaloré	4368
4582º	2203255	Curralinhos	4367
4583º	4304671	Capivari do Sul	4362
4584º	3132602	Itamarati de Minas	4362
4585º	5107248	Santa Carmem	4360
4586º	3136801	Juramento	4358
4587º	3508306	Cabrália Paulista	4352
4588º	2408409	Olho-d'Água do Borges	4349
4589º	4110003	Iguaraçu	4343
4590º	2508554	Logradouro	4343
4591º	4211454	Nova Itaberaba	4339
4592º	3157377	Santa Cruz de Salinas	4337
4593º	3502606	Aparecida d'Oeste	4329
4594º	2211407	Várzea Grande	4325
4595º	4204350	Cordilheira Alta	4321
4596º	2512077	Poço de José de Moura	4318
4597º	3150000	Pescador	4311
4598º	3135308	Japaraíba	4308
4599º	3533700	Ocauçu	4308
4600º	4119707	Planaltina do Paraná	4303
4601º	3163003	São José da Safira	4303
4602º	2207959	Nova Santa Rita	4302
4603º	3159001	Santana do Riacho	4301
4604º	2908804	Contendas do Sincorá	4299
4605º	3521200	Iporanga	4299
4606º	1703867	Cariri do Tocantins	4296
4607º	2514008	São João do Cariri	4296
4608º	2204105	Francisco Ayres	4288
4609º	2203420	Domingos Mourão	4287
4610º	3534005	Onda Verde	4286
4611º	3131406	Ipiaçu	4285
4612º	4201273	Arabutã	4281
4613º	3127206	Funilândia	4277
4614º	2410801	Riacho de Santana	4277
4615º	4312153	Mato Leitão	4276
4616º	2408607	Paraná	4276
4617º	1715101	Novo Acordo	4267
4618º	3152131	Ponto Chique	4259
4619º	3140100	Marilac	4254
4620º	4309159	Gramado Xavier	4251
4621º	3137304	Lagoa dos Patos	4248
4622º	2208858	Riacho Frio	4246
4623º	4103479	Cafezal do Sul	4245
4624º	4212270	Passos Maia	4243
4625º	3540408	Populina	4240
4626º	2411908	São Francisco do Oeste	4238
4627º	2703908	Jundiá	4231
4628º	1718501	Recursolândia	4230
4629º	3163201	São José do Alegre	4228
4630º	2210631	Sebastião Leal	4224
4631º	4301875	Barra do Quaraí	4223
4632º	4117214	Nova Santa Bárbara	4217
4633º	2912608	Ibiquera	4214
4634º	3161601	São Geraldo da Piedade	4214
4635º	3150208	Piedade de Ponte Nova	4213
4636º	2910206	Dom Macedo Costa	4212
4637º	3508900	Caiabu	4211
4638º	1302108	Japurá	4205
4639º	3107604	Bom Jesus da Penha	4203
4640º	1715002	Nova Rosalândia	4203
4641º	4310306	Ilópolis	4202
4642º	3102209	Alvarenga	4199
4643º	4308078	Fazenda Vilanova	4194
4644º	4210902	Modelo	4192
4645º	1711951	Lagoa do Tocantins	4191
4646º	3531605	Monte Castelo	4190
4647º	2414753	Venha-Ver	4187
4648º	3522653	Itapirapuã Paulista	4186
4649º	4313490	Novo Barreiro	4181
4650º	3549607	São José do Barreiro	4181
4651º	2404002	Frutuoso Gomes	4180
4652º	1705607	Conceição do Tocantins	4179
4653º	2512200	Prata	4179
4654º	3120706	Cruzeiro da Fortaleza	4174
4655º	3545506	Sandovalina	4174
4656º	4313607	Paim Filho	4172
4657º	2504074	Caraúbas	4171
4658º	4104055	Campo Bonito	4162
4659º	4312054	Marques de Souza	4159
4660º	4315206	Putinga	4159
4661º	4309951	Ibirapuitã	4155
4662º	3541109	Presidente Alves	4155
4663º	3501103	Alto Alegre	4154
4664º	4120309	Porto Vitória	4148
4665º	3169059	Tocos do Moji	4147
4666º	3109253	Bugre	4146
4667º	5209408	Guarani de Goiás	4145
4668º	2514701	São José do Sabugi	4145
4669º	5201504	Aporé	4143
4670º	5203575	Bonópolis	4143
4671º	3500808	Alfredo Marcondes	4135
4672º	4113403	Leópolis	4131
4673º	3140308	Marliéria	4129
4674º	4313391	Novo Cabrais	4125
4675º	4122172	Rio Branco do Ivaí	4119
4676º	5218789	Rio Quente	4112
4677º	1720499	São Valério da Natividade	4111
4678º	3114600	Carrancas	4110
4679º	3500907	Altair	4109
4680º	3110202	Cajuri	4108
4681º	4213104	Piratuba	4102
4682º	2411056	Tibau	4100
4683º	4128658	Virmond	4095
4684º	3528908	Mariápolis	4087
4685º	4311122	Jaquirana	4083
4686º	4310850	Jaboticaba	4082
4687º	4205100	Dona Emma	4081
4688º	4116406	Nossa Senhora das Graças	4075
4689º	3168309	Taquaraçu de Minas	4075
4690º	3160108	Santo Antônio do Grama	4071
4691º	2918902	Lajedão	4068
4692º	4207759	Iraceminha	4067
4693º	2206654	Morro Cabeça no Tempo	4066
4694º	3100401	Acaiaca	4065
4695º	2207306	Paes Landim	4065
4696º	2401503	Barcelona	4064
4697º	4103958	Campina do Simão	4062
4698º	1714302	Nazaré	4060
4699º	2801108	Canhoba	4058
4700º	3154705	Ribeirão Vermelho	4058
4701º	1703891	Carrasco Bonito	4055
4702º	3512704	Corumbataí	4054
4703º	3502408	Anhumas	4053
4704º	3535903	Paranapuã	4051
4705º	3115201	Conceição da Barra de Minas	4050
4706º	5218102	Portelândia	4044
4707º	4205159	Doutor Pedrinho	4043
4708º	4314308	Pejuçara	4043
4709º	5006259	Novo Horizonte do Sul	4041
4710º	3160207	Santo Antônio do Itambé	4040
4711º	4300455	Alegria	4037
4712º	5220264	São Miguel do Passa-Quatro	4037
4713º	3148905	Pedra do Indaiá	4034
4714º	2202455	Capitão Gervásio Oliveira	4033
4715º	3158607	Santana do Deserto	4032
4716º	4120853	Quatro Pontes	4031
4717º	4305405	Chiapetta	4026
4718º	4212403	Pedras Grandes	4026
4719º	5005103	Jateí	4025
4720º	2919009	Lajedinho	4017
4721º	2801900	Cumbe	4012
4722º	4219606	Xavantina	4012
4723º	2508703	Mãe d'Água	4009
4724º	4122800	Salgado Filho	4003
4725º	2406908	Lucrécia	4002
4726º	2407252	Major Sales	4002
4727º	4305959	Cotiporã	4000
4728º	4102208	Atalaia	3999
4729º	2205581	Lagoa do Piauí	3996
4730º	4208609	Jaborá	3990
4731º	4314779	Pontão	3990
4732º	3157609	Santa Fé de Minas	3985
4733º	2806909	São Francisco	3983
4734º	2513000	Salgadinho	3980
4735º	2918704	Lafaiete Coutinho	3975
4736º	2207793	Pau d'Arco do Piauí	3975
4737º	5215405	Ouro Verde de Goiás	3971
4738º	3141900	Minduri	3970
4739º	4121307	Rancho Alegre	3963
4740º	3167905	Tabuleiro	3963
4741º	4116307	Munhoz de Mello	3958
4742º	4123824	Santa Lúcia	3955
4743º	2202737	Coivaras	3953
4744º	3533304	Nova Luzitânia	3953
4745º	3125002	Ewbank da Câmara	3952
4746º	3127388	Goianá	3952
4747º	2209153	Santa Cruz dos Milagres	3952
4748º	3520707	Indiaporã	3951
4749º	2510501	Olivedos	3951
4750º	2201556	Bela Vista do Piauí	3947
4751º	3163300	São José do Divino	3946
4752º	2807006	São Miguel do Aleixo	3943
4753º	3128501	Guarará	3938
4754º	2806503	Santa Rosa de Lima	3938
4755º	4109005	Guapirama	3934
4756º	3520806	Inúbia Paulista	3933
4757º	4311981	Mariana Pimentel	3932
4758º	3134509	Itutinga	3926
4759º	2501351	Assunção	3921
4760º	3161650	São Geraldo do Baixio	3920
4761º	4123956	Santa Mônica	3915
4762º	3121704	Diogo de Vasconcelos	3913
4763º	4219408	Witmarsum	3912
4764º	3171105	Veríssimo	3911
4765º	2406155	Jundiá	3910
4766º	3542305	Redenção da Serra	3908
4767º	5107297	São José do Povo	3908
4768º	5214101	Mutunópolis	3906
4769º	4310702	Itatiba do Sul	3896
4770º	2202251	Canavieira	3892
4771º	3529609	Meridiano	3892
4772º	2201176	Barra d'Alcântara	3889
4773º	3507159	Bom Sucesso de Itararé	3888
4774º	3159100	Santana dos Montes	3887
4775º	2207553	Paquetá	3886
4776º	3503505	Areias	3879
4777º	1707553	Fátima	3879
4778º	5106273	Novo Horizonte do Norte	3876
4779º	3158409	Santana de Cataguases	3876
4780º	4320602	Severiano de Almeida	3868
4781º	4106100	Conselheiro Mairinck	3866
4782º	3111150	Campo Azul	3863
4783º	4218350	Treviso	3863
4784º	5103361	Conquista d'Oeste	3860
4785º	2408706	Paraú	3859
4786º	5219357	Santa Isabel	3857
4787º	5221908	Varjão	3856
4788º	5107578	Rondolândia	3854
4789º	5209804	Hidrolina	3852
4790º	4204103	Caxambu do Sul	3850
4791º	4215356	Saltinho	3847
4792º	3141207	Matutina	3846
4793º	2514552	São José de Princesa	3842
4794º	4300059	Água Santa	3841
4795º	2410009	Pilões	3836
4796º	3552551	Suzanápolis	3836
4797º	1100262	Rio Crespo	3829
4798º	5106208	Nova Brasilândia	3827
4799º	3153202	Presidente Juscelino	3827
4800º	4315354	Quinze de Novembro	3826
4801º	2201988	Brejo do Piauí	3823
4802º	1711506	Jaú do Tocantins	3821
4803º	3122470	Dom Bosco	3818
4804º	2204600	Hugo Napoleão	3816
4805º	4125456	São José das Palmeiras	3816
4806º	5207352	Edealina	3809
4807º	2505501	Vista Serrana	3808
4808º	3119906	Córrego do Bom Jesus	3804
4809º	2511004	Pedra Branca	3803
4810º	5104559	Itaúba	3800
4811º	3501202	Álvares Florence	3795
4812º	1712405	Lizarda	3787
4813º	5208152	Gameleira de Goiás	3777
4814º	4102752	Bela Vista da Caroba	3774
4815º	1710904	Itapiratins	3772
4816º	2512036	Poço Dantas	3770
4817º	3540853	Pracinha	3768
4818º	3141306	Medeiros	3765
4819º	4314035	Pareci Novo	3760
4820º	5218052	Porteirão	3758
4821º	3110806	Campanário	3757
4822º	5209606	Heitoraí	3757
4823º	3144904	Nova Módica	3757
4824º	4313425	Novo Machado	3757
4825º	5200829	Amaralina	3754
4826º	2503407	Cacimba de Areia	3749
4827º	4300851	Arambaré	3748
4828º	3160900	São Brás do Suaçuí	3747
4829º	4307815	Estrela Velha	3745
4830º	3533205	Nova Independência	3745
4831º	3171402	Vieiras	3741
4832º	5204656	Campinaçu	3740
4833º	3528205	Macedônia	3736
4834º	1702703	Aurora do Tocantins	3735
4835º	4103156	Bom Jesus do Sul	3733
4836º	1718402	Presidente Kennedy	3733
4837º	5201603	Araçu	3731
4838º	2209500	Santo Inácio do Piauí	3731
4839º	4301552	Áurea	3718
4840º	4120333	Prado Ferreira	3718
4841º	2514800	São José dos Cordeiros	3711
4842º	3109600	Cachoeira da Prata	3710
4843º	5219605	Santa Tereza de Goiás	3710
4844º	4202859	Braço do Trombudo	3709
4845º	4310900	Jacutinga	3704
4846º	5204557	Caldazinha	3703
4847º	3522000	Itaju	3703
4848º	2803807	Malhada dos Bois	3693
4849º	3538303	Piquerobi	3693
4850º	4216354	São João do Itaperiú	3690
4851º	2210102	São José do Peixe	3689
4852º	5108105	Tesouro	3682
4853º	3551207	Sarutaiá	3681
4854º	2401909	Caiçara do Rio do Vento	3680
4855º	3541653	Quadra	3680
4856º	3102407	Alvorada de Minas	3673
4857º	3149200	Pedrinópolis	3672
4858º	2907400	Catolândia	3669
4859º	2411106	Ruy Barbosa	3669
4860º	3160009	Santo Antônio do Aventureiro	3668
4861º	5215900	Palminópolis	3667
4862º	3115409	Catas Altas da Noruega	3666
4863º	4113429	Lidianópolis	3662
4864º	5106174	Nova Nazaré	3655
4865º	4302600	Braga	3647
4866º	4311130	Jari	3645
4867º	3156403	Romaria	3644
4868º	4319356	São Pedro da Serra	3639
4869º	5221007	Taquaral de Goiás	3625
4870º	2207850	Pavussu	3623
4871º	5204607	Campestre de Goiás	3622
4872º	3543600	Rifaina	3618
4873º	4106555	Corumbataí do Sul	3617
4874º	2411809	São Fernando	3617
4875º	3106804	Bias Fortes	3613
4876º	4212239	Paraíso	3613
4877º	5205059	Castelândia	3610
4878º	3500204	Adolfo	3609
4879º	2512747	Riachão	3607
4880º	5206503	Cromínia	3606
4881º	5203609	Brazabrantes	3604
4882º	4313359	Nova Roma do Sul	3603
4883º	4123105	Santa Amélia	3603
4884º	3166105	Senhora do Porto	3602
4885º	5106190	Nova Santa Helena	3596
4886º	2513356	Santa Inês	3596
4887º	2505808	Duas Estradas	3594
4888º	3124708	Estrela do Indaiá	3590
4889º	4219101	Vargeão	3590
4890º	3119005	Cordislândia	3587
4891º	4322327	Turuçu	3585
4892º	3114709	Carvalhópolis	3581
4893º	4319703	São Valentim	3581
4894º	2704906	Mar Vermelho	3579
4895º	4115739	Mato Rico	3576
4896º	5108204	Torixoréu	3576
4897º	5221452	Trombas	3571
4898º	5007976	Taquarussu	3570
4899º	3153004	Pratinha	3569
4900º	2516151	Sossêgo	3567
4901º	2410702	Riacho da Cruz	3566
4902º	3159407	Santa Rita de Ibitipoca	3566
4903º	2514602	São José do Bonfim	3566
4904º	4201604	Arroio Trinta	3564
4905º	3153707	Quartel Geral	3557
4906º	4107124	Diamante do Sul	3555
4907º	4310553	Itacurubi	3552
4908º	1100908	Castanheiras	3550
4909º	2305100	Guaramiranga	3547
4910º	4116604	Nova América da Colina	3545
4911º	4123204	Santa Cecília do Pavão	3544
4912º	3514924	Elisiário	3537
4913º	3129905	Ibitiúra de Minas	3536
4914º	5205521	Colinas do Sul	3529
4915º	2505907	Emas	3528
4916º	4304101	Campos Borges	3514
4917º	5215652	Palestina de Goiás	3514
4918º	3126950	Frei Lagonegro	3510
4919º	1713957	Muricilândia	3507
4920º	2201572	Belém do Piauí	3503
4921º	3106101	Belmiro Braga	3503
4922º	1703057	Bandeirantes do Tocantins	3500
4923º	3137908	Lamim	3498
4924º	2202075	Cajazeiras do Piauí	3497
4925º	4318622	São José dos Ausentes	3496
4926º	2515203	São Sebastião do Umbuzeiro	3496
4927º	4117404	Ourizona	3494
4928º	4120150	Porto Barreiro	3491
4929º	3539707	Platina	3488
4930º	4305371	Charrua	3482
4931º	4312757	Nova Alvorada	3481
4932º	4213005	Pinheiro Preto	3480
4933º	3540101	Pongaí	3480
4934º	4305603	Colorado	3478
4935º	3119708	Coronel Xavier Chaves	3471
4936º	3530904	Mombuca	3470
4937º	5108303	União do Sul	3468
4938º	3144672	Nova Belém	3465
4939º	4322525	Vale Verde	3461
4940º	3161056	São Félix de Minas	3458
4941º	4202438	Bocaina do Sul	3456
4942º	3121902	Divinésia	3455
4943º	4304655	Capão do Cipó	3449
4944º	5103809	Figueirópolis d'Oeste	3444
4945º	2502052	Bernardino Batista	3438
4946º	5214903	Nova Roma	3437
4947º	2506509	Gurjão	3436
4948º	4306452	Dois Lajeados	3430
4949º	4112900	Jundiaí do Sul	3430
4950º	4210209	Major Gercino	3429
4951º	1701051	Angico	3423
4952º	5202601	Aurilândia	3422
4953º	4323754	Vitória das Missões	3422
4954º	2210623	Sebastião Barros	3421
4955º	4213351	Ponte Alta do Norte	3413
4956º	1101476	Primavera de Rondônia	3411
4957º	3551306	Sebastianópolis do Sul	3411
4958º	1718840	Sandolândia	3410
4959º	1712801	Maurilândia do Tocantins	3409
4960º	5200902	Amorinópolis	3408
4961º	4303673	Campestre da Serra	3407
4962º	3505005	Barão de Antonina	3406
